EXP,NAME,TYPE,SUBT,RARITY,COLOR,COLORS,MANA,CMC,Legendary,P,T,OBSERVACION,FOIL,,TOTAL,10404,,,SUBTIPO,1491,% SD,,RAREZA,10390,%,,COLOR,10404,%,,COLORS,1744,%,% SD,,MV,10394,%,,Crea/MV,4779,%,% SD,,,
THB,Omen of the Sea,Enchantment,,Common,Blue,,1U,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,One with the Stars,Enchantment,Aura,Uncommon,Blue,,3U,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Sleep of the Dead,Sorcery,,Common,Blue,,U,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Starlit Mantle,Enchantment,Aura,Common,Blue,,1U,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Thirst for Meaning,Instant,,Common,Blue,,2U,3,,,,PROMO,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,"Thryx, the Sudden Storm",Creature,,Rare,Blue,,3UU,5,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Wavebreak Hippocamp,Creature,Enchantment,Rare,Blue,,2U,3,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Whirlwind Denial,Instant,,Uncommon,Blue,,2U,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Agonizing Remorse,Sorcery,,Uncommon,Black,,1B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,"Aphemia, the Cacophony",Creature,Enchantment,Rare,Black,,1B,2,,3,3,PACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Aspect of Lamprey,Enchantment,Aura,Common,Black,,3B,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Blight-Breath Catoblepas,Creature,,Common,Black,,4BB,6,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Cling to Dust,Instant,,Uncommon,Black,,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Drag to the Underworld,Instant,,Uncommon,Black,,2BB,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Eat to Extinction,Instant,,Rare,Black,,3B,4,,,,PACK,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Elspeth's Nightmare,Enchantment,Saga,Uncommon,Black,,2B,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Erebos's Intervention,Instant,,Rare,Black,,XB,1,,,,PACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Final Death,Instant,,Common,Black,,4B,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Fruit of Tizerus,Sorcery,,Common,Black,,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Funeral Rites,Sorcery,,Common,Black,,2B,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Gravebreaker Lamia,Creature,Enchantment,Rare,Black,,4B,5,,3,3,PACK,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Inevitable End,Enchantment,Aura,Uncommon,Black,,2B,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Lampad of Death's Vigil,Creature,Enchantment,Common,Black,,1B,2,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Minion's Return,Enchantment,Aura,Uncommon,Black,,2B,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Mire Triton,Creature,,Uncommon,Black,,1B,2,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Mire's Grasp,Enchantment,Aura,Common,Black,,1B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Mogis's Favor,Enchantment,Aura,Common,Black,,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Nightmare Shepherd,Creature,Enchantment,Rare,Black,,2BB,4,,3,3,PACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Omen of the Dead,Enchantment,,Common,Black,,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Pharika's Libation,Instant,,Common,Black,,2B,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Pharika's Spawn,Creature,,Uncommon,Black,,3B,4,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Scavenging Harpy,Creature,,Common,Black,,2B,3,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Soulreaper of Mogis,Creature,,Common,Black,,2B,3,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,"Tymaret, Chosen from Death",Creature,Enchantment,Uncommon,Black,,BB,2,,3,3,PROMO,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Woe Strider,Creature,,Rare,Black,,2B,3,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,"Anax, Hardened in the Forge",Creature,Enchantment,Uncommon,Red,,1RR,3,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Careless Celebrant,Creature,,Uncommon,Red,,1R,2,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Dreamshaper Shaman,Creature,Enchantment,Uncommon,Red,,5R,6,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Escape Velocity,Enchantment,Aura,Uncommon,Red,,R,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Fateful End,Instant,,Uncommon,Red,,2R,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Final Flare,Instant,,Common,Red,,2R,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Furious Rise,Enchantment,,Uncommon,Red,,2R,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Impending Doom,Enchantment,Aura,Uncommon,Red,,2R,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Iroas's Blessing,Enchantment,Aura,Common,Red,,3R,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Irreverent Revelers,Creature,,Common,Red,,2R,3,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Omen of the Forge,Enchantment,,Common,Red,,1R,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Ox of Agonas,Creature,,Mythic,Red,,3RR,5,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Phoenix of Ash,Creature,,Rare,Red,,1RR,3,,3,3,PACK,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Purphoros's Intervention,Sorcery,,Rare,Red,,XR,1,,,,PACK,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Storm's Wrath,Sorcery,,Rare,Red,,2RR,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Tectonic Giant,Creature,,Rare,Red,,2RR,4,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,The Akroan War,Enchantment,Saga,Rare,Red,,3R,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Underworld Breach,Enchantment,,Rare,Red,,1R,2,,,,PACK,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Underworld Fires,Sorcery,,Uncommon,Red,,1R,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Underworld Rage-Hound,Creature,,Common,Red,,1R,2,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Arasta of the Endless Web,Creature,Enchantment,Rare,Green,,2GG,4,,3,3,PACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Chainweb Aracnir ,Creature,,Uncommon,Green,,G,1,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Destiny Spinner,Creature,,Uncommon,Green,,1G,2,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Loathsome Chimera,Creature,,Common,Green,,2G,3,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Mantle of the Wolf,Enchantment,Aura,Rare,Green,,3G,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Moss Viper,Creature,,Common,Green,,G,1,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Mystic Repeal,Instant,,Uncommon,Green,,G,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Nylea's Intervention,Sorcery,,Rare,Green,,XGG,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Pheres-Band Brawler,Creature,,Uncommon,Green,,4GG,6,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,"Renata, Called to the Hunt",Creature,Enchantment,Uncommon,Green,,2GG,4,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Setessan Training,Enchantment,Aura,Common,Green,,1G,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,The Binding of the Titans,Enchantment,Saga,Uncommon,Green,,1G,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,The First Iroan Games,Enchantment,Saga,Rare,Green,,2G,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Voracious Typhon,Creature,,Common,Green,,2GG,4,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Warbriar Blessing,Enchantment,Aura,Common,Green,,1G,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Acolyte of Affliction,Creature,,Uncommon,Gold,Black/Green,2BG,4,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,"Atris, Oracle of Half-Truths",Creature,,Rare,Gold,Blue/Black,2UB,4,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Bronzehide Lion,Creature,,Rare,Gold,Green/White,GW,2,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Haktos the Unscarred,Creature,,Rare,Gold,Red/White,RRWW,4,,3,3,PACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,"Kunoros, Hound of Athreos",Creature,,Rare,Gold,White/Black,1WB,3,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Mischievous Chimera,Creature,,Uncommon,Gold,Blue/Red,UR,2,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,"Polukranos, Unchained",Creature,,Mythic,Gold,Black/Green,2BG,4,,3,3,PACK,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Rise to Glory,Sorcery,,Uncommon,Gold,White/Black,3WB,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Staggering Insight,Enchantment,Aura,Uncommon,Gold,White/Blue,WU,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Entrancing Lyre,Artifact,,Uncommon,Artifact,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Soul-Guide Lantern,Artifact,,Uncommon,Artifact,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THB,Labyrinth of Skophos,Land,,Rare,Colorless,,,,,,,PACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THBC,Victory's Envoy,Creature,,Rare,White,,3WW,5,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THBC,Demon of Loathing,Creature,,Rare,Black,,5BB,7,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THBC,Underworld Sentinel,Creature,,Rare,Black,,3BB,5,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THBC,Terror of Mount Velus,Creature,,Rare,Red,,5RR,7,,3,3,Otra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THBC,Treeshaker Chimera,Creature,,Rare,Green,,5GG,7,,3,3,SNCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Celestial Archon,Creature,Enchantment,Rare,White,,3WW,5,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Decorated Griffin,Creature,,Uncommon,White,,4W,5,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Fabled Hero,Creature,,Rare,White,,1WW,3,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Gift of Immortality,Enchantment,Aura,Rare,White,,2W,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Glare of Heresy,Sorcery,,Uncommon,White,,1W,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Gods Willing,Instant,,Common,White,,W,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Heliod's Emissary,Creature,Enchantment,Uncommon,White,,3W,4,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Hopeful Eidolon,Creature,Enchantment,Common,White,,W,1,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Hundred-Handed One,Creature,,Rare,White,,2WW,4,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Ordeal of Heliod,Enchantment,,Uncommon,White,,1W,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Ray of Dissolution,Instant,,Common,White,,2W,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Soldier of the Pantheon,Creature,,Rare,White,,W,1,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Spear of Heliod,Artifact,Enchantment,Rare,White,,1WW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Vanquish the Foul,Sorcery,,Uncommon,White,,5W,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Aqueous Form,Enchantment,Aura,Common,Blue,,U,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Curse of the Swine,Sorcery,,Rare,Blue,,XUU,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Dissolve,Instant,,Uncommon,Blue,,1UU,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Fate Foretold,Enchantment,Aura,Common,Blue,,1U,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Meletis Charlatan,Creature,,Rare,Blue,,2U,3,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Ordeal of Thassa,Enchantment,,Uncommon,Blue,,1U,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Prescient Chimera,Creature,,Common,Blue,,3UU,5,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Prognostic Sphinx,Creature,,Rare,Blue,,3UU,5,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Sea God's Revenge,Sorcery,,Uncommon,Blue,,5U,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Shipbreaker Kraken ,Creature,,Rare,Blue,,4UU,6,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Stymied Hopes,Instant,,Common,Blue,,1U,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Swan Song ,Instant,,Rare,Blue,,U,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Thassa's Bounty,Sorcery,,Common,Blue,,5U,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Thassa's Emissary,Creature,Enchantment,Uncommon,Blue,,3U,4,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Voyage's End,Instant,,Common,Blue,,1U,2,,,,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Abhorrent Overlord,Creature,,Rare,Black,,5BB,7,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Agent of the Fates,Creature,,Rare,Black,,1BB,3,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Baleful Eidolon,Creature,Enchantment,Common,Black,,1B,2,,3,3,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Cutthroat Maneuver,Instant,,Uncommon,Black,,3B,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Dark Betrayal ,Instant,,Uncommon,Black,,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,"Erebos, God of the Dead",Creature,Enchantment,Rare,Black,,3B,4,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Hero's Downfall,Instant,,Rare,Black,,1BB,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Hythonia the Cruel,Creature,,Mythic,Black,,4BB,6,,3,3,Idioma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Keepsake Gorgon,Creature,,Uncommon,Black,,3BB,5,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Lash of the Whip,Instant,,Common,Black,,4B,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,March of the Returned,Sorcery,,Common,Black,,3B,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Nighthowler,Creature,Enchantment,Rare,Black,,1BB,3,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Ordeal of Erebos,Enchantment,,Uncommon,Black,,1B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Pharika's Cure,Instant,,Common,Black,,BB,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Read the Bones,Sorcery,,Common,Black,,2B,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Rescue from the Underworld,Instant,,Uncommon,Black,,4B,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Sip of Hemlock,Sorcery,,Common,Black,,4BB,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Viper's Kiss ,Enchantment,Aura,Common,Black,,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Anger of the Gods,Sorcery,,Rare,Red,,1RR,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Dragon Mantle,Enchantment,Aura,Common,Red,,R,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Ember Swallower,Creature,,Rare,Red,,2RR,4,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Lightning Strike,Instant,,Common,Red,,1R,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Ordeal of Purphoros,Enchantment,,Uncommon,Red,,1R,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Portent of Betrayal ,Sorcery,,Common,Red,,3R,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Priest of Iroas ,Creature,,Common,Red,,R,1,,3,3,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Purphoros's Emissary,Creature,Enchantment,Uncommon,Red,,3R,4,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Rage of Purphoros,Sorcery,,Common,Red,,4R,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Stormbreath Dragon,Creature,,Rare,Red,,3RR,5,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Wild Celebrants,Creature,,Common,Red,,3RR,5,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Arbor Colossus,Creature,,Rare,Green,,2GGG,5,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Artisan's Sorrow,Instant,,Uncommon,Green,,3G,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Boon Satyr,Creature,Enchantment,Rare,Green,,1GG,3,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Bow of Nylea,Artifact,Enchantment,Rare,Green,,1GG,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Commune with the Gods ,Sorcery,,Common,Green,,1G,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Defend the Hearth,Instant,,Common,Green,,1G,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Fade into Antiquity,Sorcery,,Common,Green,,2G,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Leafcrown Dryad,Creature,Enchantment,Common,Green,,1G,2,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Mistcutter Hydra,Creature,,Rare,Green,,XG,1,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Nemesis of Mortals,Creature,,Uncommon,Green,,4GG,6,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,"Polukranos, World Eater",Creature,,Mythic,Green,,2GG,4,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Sedge Scorpion ,Creature,,Common,Green,,G,1,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Shredding Winds,Instant,,Common,Green,,2G,3,,,,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Time to Feed,Sorcery,,Common,Green,,2G,3,,,,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Anax and Cymede,Creature,,Rare,Gold,Red/White,1RW,3,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Ashen Rider,Creature,,Mythic,Gold,White/Black,4WWBB,8,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Daxos of Meletis,Creature,,Rare,Gold,White/Blue,1WU,3,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Destructive Revelry,Instant,,Uncommon,Gold,Red/Green,RG,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Horizon Chimera,Creature,,Uncommon,Gold,Green/Blue,2GU,4,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Medomai the Ageless,Creature,,Mythic,Gold,White/Blue,4WU,6,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Pharika's Mender,Creature,,Uncommon,Gold,Black/Green,3BG,5,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Polis Crusher,Creature,,Rare,Gold,Red/Green,2RG,4,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Psychic Intrusion,Sorcery,,Rare,Gold,Blue/Black,3UB,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Reaper of the Wilds,Creature,,Rare,Gold,Black/Green,2BG,4,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Shipwreck Singer,Creature,,Uncommon,Gold,Blue/Black,UB,2,,3,3,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Spellheart Chimera,Creature,,Uncommon,Gold,Blue/Red,1UR,3,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Steam Augury,Instant,,Rare,Gold,Blue/Red,2UR,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Triad of Fates,Creature,,Rare,Gold,White/Black,2WB,4,,3,3,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,"Tymaret, the Murder King ",Creature,,Rare,Gold,Black/Red,BR,2,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THS,Underworld Cerberus,Creature,,Rare,Gold,Black/Red,3BR,5,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO,Angel of Retribution ,Creature,,Rare,White,,6W,7,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO,Cleansing Meditation,Sorcery,,Uncommon,White,,1WW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO,Equal Treatment ,Instant,,Uncommon,White,,1W,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO,Frantic Purification,Instant,,Common,White,,2W,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO,Major Teroh,Creature,,Rare,White,,3W,4,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO,Morningtide ,Sorcery,,Rare,White,,1W,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO,Pay No Heed,Instant,,Common,White,,W,1,,,,M14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO,Possessed Nomad,Creature,,Rare,White,,2WW,4,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO,Reborn Hero,Creature,,Rare,White,,2W,3,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO,Teroh's Faithful,Creature,,Common,White,,3W,4,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO,Vengeful Dreams,Instant,,Rare,White,,WW,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO,Balshan Collaborator ,Creature,,Uncommon,Blue,,3U,4,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO,Breakthrough,Sorcery,,Uncommon,Blue,,XU,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
